epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.9678154834053095,0.48925486,0.9434208254019419,0.5264168
1,0.7666706357808674,0.5708806,0.7348508432507515,0.6506481
2,0.6361513241248973,0.6513099,0.5887561798095703,0.6226752
3,0.5741415459443541,0.6564982,0.5777266144752502,0.6326418
4,0.553527580815203,0.6556956,0.5579225853085518,0.65271807
5,0.5598766928209978,0.5908601,0.47487926185131074,0.66800046
6,0.5222726641332402,0.5571445,0.47717075496912004,0.6613077
7,0.5449759549954358,0.64284843,0.5472543507814407,0.63328254
8,0.5734705322805573,0.6335939,0.6773402954141299,0.51541156
9,0.7307184143978007,0.500448,0.6649798542261124,0.4993979
10,0.7053031811819357,0.49946135,0.6649824380874634,0.4993979
11,0.7254248993361697,0.49946353,0.6649738426009814,0.4993979
12,0.6919414216104676,0.49945813,0.6649765089154244,0.4993979
13,0.710701267859515,0.49946064,0.6649875621000926,0.4993979
14,0.7042616874856107,0.4994575,0.6649673680464426,0.4993979
15,0.7132681296152227,0.49945894,0.6649660547574361,0.4993979
16,0.7013416547109099,0.4994585,0.6649662792682648,0.4993979
17,0.6943789376055494,0.4994619,0.6649660338958104,0.4993979
18,0.68647969794624,0.49945733,0.6649656732877095,0.4993979
19,0.7076697695781203,0.49946153,0.6649643873174985,0.4993979
0,0.7061343716347919,0.49945903,0.6649646098415057,0.4993979
1,0.7067683109465768,0.49947053,0.6649672130743662,0.4993979
2,0.7103600488866076,0.49946046,0.6649646734197935,0.4993979
0,0.5451601275626351,0.6615509,0.5935726011792819,0.646835
1,0.5193601814263007,0.6659276,0.5651153499881426,0.6589753
2,0.5069772936842021,0.6627892,0.54690131098032,0.62528646
3,0.5299903504988727,0.6653137,0.5309706166386604,0.6435046
4,0.5318255415734123,0.6561306,0.5493051255742709,0.65484595
5,0.5094186340184773,0.6640005,0.5756857280929883,0.65597296
6,0.5152272185858559,0.6667814,0.5009024833639463,0.62462276
7,0.49623885601758955,0.67383313,0.4561433677872022,0.67378014
8,0.49645869170918183,0.67412406,0.6605400681495667,0.49991298
9,0.5144602994708454,0.6513304,0.6649630591273308,0.4993979
10,0.4690715738955666,0.676533,0.4955819999178251,0.66865295
11,0.468288598604062,0.6816191,0.4661768898367882,0.6718785
12,0.45726086874218547,0.6859858,0.4837654491265615,0.6700293
13,0.4997787701732972,0.6748394,0.48524041126171746,0.64054614
14,0.5138374067404691,0.65479803,0.664963019390901,0.4993979
15,0.5027236234615831,0.65059245,0.4475065966447194,0.6782368
16,0.4449082423658932,0.69181657,0.4467472657561302,0.68386143
17,0.43666241177741216,0.69409156,0.4578737035393715,0.66353965
18,0.4457563111887259,0.6870337,0.5008090903361638,0.66192305
19,0.46700950992458007,0.6865684,0.46634151687224706,0.664034
0,0.4280282645541079,0.68867594,0.4899571438630422,0.6335987
1,0.46500767180148295,0.673172,0.4561365649104118,0.63630754
2,0.39833759183392803,0.70424664,0.4190126652518908,0.67762184
3,0.4877590926254497,0.672179,0.5004581421613693,0.6575234
4,0.4615917944732834,0.68874484,0.44504267623027166,0.67873234
