epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.783642059621483,0.5060579,0.7787734560220988,0.49974504
1,0.7455652454150179,0.50369257,0.7759930565953255,0.5006965
2,0.6497127291242868,0.5305075,0.650956890137086,0.54538643
3,0.6635847135658071,0.54636157,0.618123945563838,0.5593829
4,0.5795825817463028,0.55960464,0.6591561063348005,0.54539025
5,0.5229996367355608,0.56911665,0.6574660780606791,0.56467474
6,0.557792390658565,0.56609845,0.7142274777094523,0.5513259
7,0.5669599354416675,0.5747975,0.6241727520973654,0.5745845
8,0.5566569065965246,0.57645833,0.594854263968197,0.585053
9,0.5535555224149723,0.57729906,0.5517728726069132,0.59857434
10,0.5342652561816527,0.5792266,0.5020593028360357,0.6069567
11,0.567433467533381,0.5605703,0.5305760213523172,0.58480215
12,0.5227818348301817,0.58277714,0.5058343137426217,0.6142081
13,0.5255183221075873,0.57762975,0.6496070539578795,0.5857591
14,0.5314548048953045,0.5840085,0.6267357375472784,0.5867823
15,0.51453057956433,0.5863419,0.548840902312899,0.6136298
16,0.5189899335587945,0.5926243,0.5016667262340585,0.6104239
17,0.5443366129342934,0.59128106,0.5763968322426081,0.6037946
18,0.5291720145920856,0.5933396,0.5415805283435224,0.60430413
19,0.5250218770630665,0.5910739,0.6079952139407396,0.6015754
0,0.5199441201740609,0.5916624,0.5958117255941033,0.6073311
1,0.5239597217741367,0.59885657,0.5181876347513964,0.609304
2,0.5316768621923738,0.59112036,0.5484696988027812,0.6134056
3,0.5147391611261649,0.6000429,0.46340930834412575,0.6182672
4,0.48634602603338223,0.6067995,0.452981019337674,0.6222119
5,0.5003310114090496,0.5984618,0.42715922889123786,0.6288241
6,0.4920029424062868,0.60382843,0.42744728705535334,0.62872046
7,0.49526948687452665,0.59992576,0.49397905057884256,0.62016433
8,0.47323214376601574,0.5953665,0.43495919710646075,0.6270405
9,0.5026744951121703,0.5949357,0.544161427145203,0.6161156
10,0.4960044761523664,0.594723,0.5594468521971313,0.60740244
11,0.49124252057029594,0.5977008,0.47682493971660733,0.62849367
12,0.47718951920056524,0.5962361,0.4071259141475864,0.63026625
13,0.4904657327760808,0.5968521,0.40707727273305255,0.62995654
14,0.45279892612242717,0.5974269,0.5473106705273191,0.6032271
15,0.4606108540598036,0.5982511,0.46798903483340837,0.6238359
16,0.4562790073145233,0.5955293,0.36196264903992414,0.64756477
17,0.4681428861530388,0.59842765,0.38595246865103644,0.6408825
18,0.4945224676693188,0.5988059,0.3842887558663885,0.6367332
19,0.4657006420633096,0.60240036,0.3834963636472821,0.6390628
0,0.4611913081985892,0.5998811,0.4329592301744081,0.62424
1,0.477500999549608,0.6024677,0.42352264529714984,0.6336724
2,0.4884220029172652,0.60024226,0.399251628870843,0.6352196
3,0.45363859628563247,0.5989024,0.4039448229596019,0.63100517
4,0.4344188711683543,0.6018255,0.3961037977909048,0.631999
5,0.4795258735690946,0.598359,0.42718435509583763,0.6304579
6,0.4469897902531072,0.60205895,0.3720443327911198,0.6417598
7,0.46870877860621707,0.60120803,0.35946914437036526,0.6528212
8,0.4392496056853338,0.6028906,0.3712707181402948,0.6468437
9,0.43939743568275447,0.59584874,0.38221688687621475,0.63301235
10,0.49201999293345566,0.59353715,0.5155306058004498,0.61971945
11,0.4654144173979362,0.59188324,0.4474345147617698,0.6262579
12,0.4606635867154213,0.6073794,0.37122424559978145,0.6483523
13,0.4128475014437476,0.60966074,0.4302574725285229,0.6295707
14,0.4306451594690285,0.6075778,0.363842836736391,0.64970344
15,0.437111616223667,0.6073986,0.3779050434633809,0.6410999
16,0.4133807687711535,0.61017126,0.356946505169429,0.64692134
17,0.44457246438472336,0.60213435,0.44083994440734386,0.6273571
18,0.4290694561916255,0.61059844,0.37227478205871495,0.6331817
19,0.43132705912826064,0.6040193,0.35327818504595615,0.64998806
0,0.42740259696149596,0.6100757,0.34749931474410306,0.6472393
1,0.45443328576819864,0.6115001,0.37604601743320626,0.6340318
2,0.4189451181053431,0.60846806,0.32381670514587313,0.6573067
3,0.45729743543472184,0.6025526,0.3544114373313884,0.6586701
4,0.416585419097614,0.6093805,0.3887391303045054,0.6313473
5,0.4415635075762539,0.61121184,0.3539646529437353,0.64553595
6,0.41456258557404735,0.61322355,0.3447101721346068,0.653654
7,0.43760891712794325,0.6093902,0.36423749277910983,0.6361768
8,0.43549963169497824,0.61043817,0.35037467333798605,0.6498474
9,0.4072627377205739,0.6081315,0.34526145349567133,0.66137457
10,0.43140358026296916,0.60745287,0.35169377001390484,0.6471736
11,0.4619754945160821,0.6050205,0.3672689978654186,0.64343095
12,0.427146506917661,0.6098603,0.37530134711414576,0.6405029
13,0.4349825523506083,0.60999864,0.333645604395618,0.6612607
14,0.4175498708158278,0.6059407,0.37372673980798304,0.6437837
15,0.4273026560732471,0.60778356,0.35075313997610164,0.64674306
16,0.42661396568656046,0.6079673,0.3933391075891753,0.64677906
17,0.4170213373920834,0.6048781,0.35652548308523063,0.65015566
