epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.09044386306563569,0.9091538,0.05643749768849199,0.9348047
1,0.09366946743259442,0.90503263,0.0565732799498122,0.9385736
2,0.09270792702507676,0.90866864,0.055632195729748465,0.9350594
3,0.08293578598112632,0.91372025,0.05394505811889819,0.9358505
4,0.08509581322272358,0.9122387,0.06222835105591104,0.91605175
5,0.0824881200327031,0.91057634,0.05422239033262969,0.93548834
6,0.08646006945787256,0.91184735,0.05534700633867966,0.93818504
7,0.09099179952456148,0.90945435,0.051246115487747476,0.94215024
8,0.08991305227743038,0.90885675,0.056499297955665446,0.921061
9,0.0861806180707264,0.9122286,0.05142046993106714,0.94205153
10,0.08493400438005644,0.91348577,0.0546930383572348,0.93440175
11,0.08717520238534447,0.9115497,0.05576833827788059,0.9273394
12,0.08511502419501171,0.91336083,0.055512195404577434,0.9299588
13,0.09236164294178362,0.9093056,0.052303428100387406,0.93564975
14,0.08930610326740668,0.91312826,0.05507378352175858,0.9284061
15,0.0887864268460089,0.91009855,0.049172184724346854,0.9431416
16,0.08785400047007941,0.9134532,0.05375669436827025,0.936316
17,0.08926683687803703,0.9159908,0.04937869554115494,0.94306684
18,0.08255719195364027,0.90962064,0.05061922175290416,0.93878347
19,0.08319379214150922,0.91320646,0.05085491004043352,0.9414197
0,0.08571984645808439,0.9136454,0.05042188429034775,0.9409361
1,0.0849071191629922,0.91192424,0.0489760976298591,0.94339895
2,0.09021286242742407,0.9145817,0.050143190697666436,0.94167125
3,0.08808249884816431,0.9141195,0.049013826705266106,0.94425124
4,0.07728132149614321,0.9155817,0.054135432473788915,0.9355984
5,0.08440423684924821,0.9144999,0.05031791694988549,0.9380156
6,0.08590471141837729,0.9118074,0.05813735745653344,0.9287598
7,0.07918338010910696,0.912986,0.05019625389886168,0.9400434
8,0.08249233744290027,0.91442764,0.050856041642369836,0.93969715
9,0.08108049948123122,0.9163314,0.05041774786094751,0.94207263
10,0.09245034478952129,0.9153286,0.048626556715557566,0.9454739
11,0.09048607626481034,0.9135698,0.04958460166994967,0.94134367
12,0.08740922939753892,0.9130013,0.055562004723956594,0.930485
13,0.08915419047863485,0.9151161,0.05606284815139487,0.92490095
14,0.09578855364086279,0.91305053,0.04842713065306937,0.9417847
15,0.07818526205700319,0.9136445,0.049378618210221756,0.94260883
16,0.08158814323942519,0.91647494,0.050138280072619924,0.94115597
17,0.08432101612410417,0.9145911,0.048067678970918334,0.94876075
18,0.07867331678587124,0.915987,0.045946051640138305,0.94882846
19,0.1147859223328839,0.74589574,0.049078371001885286,0.9399326
