epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.8429789833870589,0.49886876,0.9551847014162276,0.4992006
1,0.8920776506557184,0.49871254,0.9761645057135158,0.49952805
2,0.9324535132915366,0.49865332,0.8805748563673761,0.49961218
3,0.9045332309369948,0.49839744,0.9527654391196039,0.49870574
4,0.9176916113378955,0.49846885,0.9589158900909953,0.49880272
0,0.8262239997001255,0.49911147,0.6304418866833051,0.4996037
1,0.6905497471783676,0.49964362,0.5678086835477087,0.49962437
2,0.705918183659806,0.49954262,0.5678086835477087,0.49962437
3,0.6879719066269258,0.49957147,0.5678086835477087,0.49962437
0,0.9833658921952341,0.49945477,0.9830148071050644,0.5048204
1,0.9242916361374014,0.51332194,0.8746802517109447,0.59338915
2,0.6954548225975504,0.6568128,0.6755751222372055,0.7474982
3,0.5820787861651066,0.7094815,0.43092798110511565,0.76033366
4,0.44280559774122985,0.7087352,0.2625125042266316,0.7833544
5,0.5096567315506,0.6816092,0.39316007991631824,0.7649299
6,0.5092835630856308,0.66997737,0.5721971500251029,0.49962437
7,0.6756373775355956,0.4995782,0.5696060086290041,0.49962437
8,0.6794243625858251,0.49957612,0.5687757655978203,0.49962437
9,0.6620674342209217,0.49958217,0.5686552615629302,0.49962437
10,0.6815252194509787,0.49957132,0.5684964110453924,0.49962437
11,0.6788838586094332,0.49957725,0.5684150101410018,0.49962437
12,0.6813971566803315,0.49958533,0.5681092937787374,0.49962437
0,0.3718525941173236,0.7366122,0.24246382630533642,0.8212185
1,0.36276062972405376,0.7414873,0.2281520755754577,0.7896461
2,0.37786201139291126,0.7313037,0.24752991646528244,0.81408185
3,0.3421215093603321,0.7557324,0.25110988236135906,0.75528693
4,0.37610010656656,0.74145854,0.2988247300187747,0.78258497
5,0.3750605790638456,0.720692,0.21541793313291338,0.81165016
6,0.35976119617036745,0.73529804,0.229307283129957,0.82193446
7,0.3272397418816884,0.758052,0.21458294490973154,0.82645345
8,0.322736436391578,0.7571969,0.22294822252458996,0.7814369
9,0.3261949228597622,0.75262535,0.22194553001059425,0.8309997
10,0.33413880026223614,0.7602223,0.21113375822703043,0.81958866
11,0.34564053895426733,0.7542033,0.30711881981955635,0.80280304
12,0.32151221352465015,0.768613,0.33150767700539696,0.79575783
13,0.30007333556811017,0.7694937,0.19609786404503715,0.84419554
14,0.30415934762533975,0.7635262,0.2919532358646393,0.8020754
15,0.39675700197032854,0.72609454,0.24260347916020286,0.7850213
16,0.34728875391039193,0.7503692,0.2724635617600547,0.8120271
17,0.35541985330044057,0.7443017,0.2939039129349921,0.7931527
18,0.3227802262294526,0.74747664,0.2115641857186953,0.8345672
19,0.3212530347062092,0.7615677,0.31001516928275424,0.79183793
