epoch,loss,mean_io_u_1,val_loss,val_mean_io_u_1
0,0.12826734619575247,0.8968503,0.14151122011715853,0.9093354
1,0.12150125335154159,0.89868283,0.1335238297852211,0.91011965
2,0.12281424265582902,0.89983827,0.13562732986688184,0.9090747
3,0.1174970363173616,0.9003598,0.13266548985382964,0.9103134
4,0.12232548679428626,0.9001546,0.13220171525292973,0.91064996
5,0.1232314166450817,0.9002666,0.13246636714038537,0.9108975
6,0.12180608971692489,0.8997527,0.13231428245092602,0.9103105
7,0.11638497540434432,0.899422,0.13159408937957792,0.91040885
8,0.11945633183047913,0.9004971,0.13442906925949868,0.90930235
9,0.1143264341211322,0.9004704,0.1333590802189239,0.9114294
10,0.12003870777966015,0.9007018,0.13010087769889486,0.91152745
11,0.11622759636477033,0.9003515,0.1315732358161623,0.911094
12,0.11624398858178786,0.90103567,0.1414094140042448,0.9097446
13,0.11551669478347962,0.89893746,0.14221184932732883,0.91050375
14,0.12372793454022735,0.8988541,0.15197695510943587,0.90794694
15,0.1170146776773542,0.8998784,0.13537314313229773,0.9105721
16,0.11731657932718795,0.9001525,0.13176983842797996,0.9107764
17,0.11702882227767075,0.90080595,0.13204936813057871,0.9117428
18,0.12162314373920179,0.90060496,0.13432175705704508,0.9107875
19,0.11723161826846229,0.9002094,0.13648034715738694,0.9118941
0,0.11420835268598666,0.9020256,0.1333987548812604,0.91259104
1,0.11372196759186624,0.9023075,0.13440346357835353,0.9122534
2,0.11215141100015151,0.90315783,0.13315225811590983,0.91261286
3,0.11635762714826818,0.90225506,0.13289219798489893,0.912158
4,0.11190453841126687,0.90157443,0.1329765959199902,0.9122087
