epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.33904806173899593,0.7471851,0.28845214992761614,0.7449549
1,0.3257370788384886,0.751583,0.3066436842083931,0.77217996
2,0.30076413356205994,0.75465995,0.2967187245686849,0.7330927
3,0.32628309419926477,0.76262206,0.2549321621656418,0.77930546
4,0.31635462045669555,0.7573918,0.2606670171022415,0.77837163
5,0.2939104388741886,0.7656673,0.27958971709012986,0.7470035
6,0.29013605722609687,0.76265264,0.2742379163702329,0.76343024
7,0.2984548196196556,0.7678512,0.2958746443192164,0.7461586
8,0.3081076123258647,0.7624829,0.3293727477391561,0.723004
9,0.3009205915472087,0.7632616,0.25714298337697983,0.7896096
10,0.3027469119604896,0.7649386,0.34162378509839375,0.7073764
11,0.273976957885658,0.7723833,0.2654347484310468,0.7577486
12,0.292306411178673,0.7689724,0.2770017882188161,0.76032233
13,0.2984970657264485,0.7696655,0.2786261081695557,0.75927424
14,0.29678975904689114,0.7639755,0.2628284568587939,0.7478157
15,0.3010940230068038,0.76543313,0.28990483631690345,0.746173
16,0.3453098171774079,0.7428398,0.2878563230236371,0.7360982
17,0.3141078019843382,0.75446373,0.2787991002202034,0.7401398
18,0.2612208236666287,0.7734506,0.2276458462079366,0.81050396
19,0.29857414645307206,0.76747954,0.2576397935549418,0.7772246
