epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.800476416204447,0.5553244,0.7306503099752656,0.5690383
1,0.73140601239043,0.58408946,0.6804550972108864,0.60352576
2,0.6823739451541095,0.6092087,0.6434310769076607,0.6346015
3,0.6318057903524129,0.6246623,0.6265739509681719,0.6356222
4,0.5968542071102156,0.6426797,0.6006849529331739,0.65368545
5,0.5690585587545762,0.65367264,0.5983770169828518,0.6577486
6,0.5718791561549147,0.66166896,0.48702000500744397,0.7017933
7,0.5225943100288031,0.6727646,0.4720956955113873,0.73108715
8,0.48761632439485414,0.68989927,0.48786920069520917,0.7041329
9,0.520882214754633,0.68995464,0.4336584017350037,0.7501928
10,0.48793516665186487,0.6918792,0.47348053799171536,0.73305887
11,0.48147556924242085,0.6978291,0.8065533739455203,0.49805388
12,0.586543807513137,0.64927864,0.36912643571271964,0.75335693
13,0.465300473118745,0.71469915,0.4558933783084788,0.70362914
14,0.4581340631579835,0.70921326,0.3728908506127396,0.7459477
15,0.4820130305264318,0.7168764,0.3386701053761421,0.768499
16,0.5086676583248255,0.69038737,0.5425696068621696,0.69814765
17,0.41775940991922544,0.707541,0.32971000051385685,0.77295464
18,0.4589351369056351,0.7301092,0.8065533739455203,0.49805388
19,0.559321916008713,0.6767942,0.3283607276337085,0.7793474
0,0.4054805005986572,0.73638254,0.8065533739455203,0.49805388
1,0.4884345302310789,0.69419086,0.36277673515022224,0.77245414
2,0.4327077789880519,0.73122734,0.31894904107348576,0.77937424
3,0.3941769158048108,0.749998,0.31601972698319886,0.7870407
4,0.39252609993392235,0.73823005,0.3495810713892006,0.7643884
5,0.42202739759414104,0.72325695,0.32058428773925096,0.7846378
6,0.39420248622232734,0.7262724,0.34042912735724845,0.7599265
7,0.38651355519436215,0.7450435,0.3329220184479481,0.7774025
8,0.41577078217101104,0.73751104,0.580534256378246,0.55870956
9,0.4182246375970645,0.7291248,0.34593782920927585,0.7788174
10,0.383916914238872,0.7369835,0.3264413618308714,0.79569185
11,0.4717825529120031,0.72875696,0.319729973802048,0.7827453
12,0.38656204891563506,0.7470567,0.4207157525046779,0.75933677
13,0.39366436560085216,0.74312997,0.31998863879670486,0.7959808
14,0.5896122811281975,0.6616516,0.6517475615156457,0.5862678
15,0.42740278860738573,0.730001,0.3953418676734816,0.7275333
16,0.4341460485813063,0.72464335,0.3554677306619378,0.790408
17,0.3918933275848864,0.7416407,0.3729181567264223,0.7508724
18,0.40970140991976106,0.7398764,0.313725009877631,0.79866385
19,0.4123846373695536,0.7376108,0.41635025928488295,0.7146245
