epoch,loss,mean_io_u,val_loss,val_mean_io_u
0,0.14006482020877442,0.88856816,0.15765516089703246,0.8973991
1,0.13938736410735098,0.89069784,0.15341911833281974,0.89741105
2,0.15241748632130447,0.883623,0.22531424314592027,0.816062
3,0.1454428409224396,0.88622093,0.1500313283737486,0.8987985
4,0.15785039157548464,0.87957394,0.17845734942024052,0.88176453
5,0.15164085332592667,0.8873011,0.1479769219541636,0.90101254
6,0.14946866411343146,0.88490164,0.1536299958582597,0.9026375
7,0.13433409774661817,0.88760805,0.1556254403285049,0.8886641
8,0.1522209333948895,0.88369066,0.1550425371037254,0.9004084
9,0.14103654102123467,0.8874018,0.1459334711916408,0.90330803
10,0.14359512188031784,0.8904758,0.14488515069213095,0.9063926
11,0.13277197417542086,0.89320487,0.14035115295896478,0.905791
12,0.1424565950669303,0.8901104,0.1553445641860824,0.8997344
13,0.15109386634010982,0.877383,0.17062157580046283,0.8966805
14,0.15179286084832827,0.883031,0.1714860496426146,0.90040123
15,0.14326322614754777,0.88610816,0.16483998039963016,0.8893801
16,0.1397345185835299,0.8828515,0.15511663643404114,0.8938126
17,0.14554677119455636,0.88759,0.15756827409616647,0.895576
18,0.13627084087776134,0.8934108,0.14403654278725872,0.9049442
19,0.14127217856258212,0.8895863,0.138619488143576,0.9072398
0,0.12530777054450246,0.8972893,0.13858070392936306,0.90724933
1,0.12456631591600503,0.89769745,0.14165870647533893,0.9082748
2,0.1274353818856301,0.89831406,0.14932621642004085,0.89651734
3,0.12920532000881288,0.89714706,0.1440614829658384,0.90240276
4,0.12267559269144622,0.8983293,0.13406909281694437,0.9088668
5,0.13107478827867722,0.89667577,0.13661541751237286,0.9056704
6,0.12623526347408634,0.89796126,0.13572840382350074,0.90788984
7,0.12755850482673325,0.8970711,0.1370697284908881,0.90882623
8,0.12416461018237081,0.8989968,0.14017397712842034,0.90783197
9,0.11895194503794893,0.89931417,0.1313570673599381,0.9080504
10,0.13118034843556342,0.89510685,0.13541733306743353,0.90909094
11,0.13138028958947534,0.89135194,0.13333864867363873,0.90791416
12,0.13223494470724387,0.89499843,0.14460071364104424,0.90408397
13,0.13030342226122185,0.89561856,0.13454165797121487,0.9080303
14,0.1410254218046169,0.8888128,0.15109846915301967,0.89154404
15,0.12980534218186554,0.89290285,0.14009272278325252,0.9070134
16,0.13077127605937258,0.89580965,0.13752202246115824,0.90852976
17,0.14053210462601357,0.88862216,0.14247420659763688,0.9034653
18,0.14977686006625518,0.8895554,0.14895511550886076,0.8989407
19,0.1340059519590199,0.89210916,0.13640452054266905,0.90739477
